LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Mentuktire (Txukahamãe);I;inikrániê;mão;1
Mentuktire (Txukahamãe);I;iniakrê;nariz;1
Mentuktire (Txukahamãe);I;inó;olho;1
Mentuktire (Txukahamãe);I;iamak;orelha;1
Mentuktire (Txukahamãe);I;inhokôt;peito;1
Mentuktire (Txukahamãe);I;ikiê;perna;1
Mentuktire (Txukahamãe);I;ikag;pescoço;1
Mentuktire (Txukahamãe);I;ipári;pé;1
Mentuktire (Txukahamãe);I;imú;pênis;1
Mentuktire (Txukahamãe);I;ingô;água;1
Mentuktire (Txukahamãe);J;Juruna puká kukren kati;Juruna não come terra.;1
Mentuktire (Txukahamãe);K;kukrut;anta;1
Mentuktire (Txukahamãe);K;kokangó;borduna;1
Mentuktire (Txukahamãe);K;kikrê;casa;1
Mentuktire (Txukahamãe);K;karinhô;cigarro, fumo;1
Mentuktire (Txukahamãe);K;kupip;coberta;1
Mentuktire (Txukahamãe);K;kodjokaigó;facão;1
Mentuktire (Txukahamãe);K;kroá;flecha;1
Mentuktire (Txukahamãe);K;Kuá;fogo;1
Mentuktire (Txukahamãe);K;kuben;homem;1
Mentuktire (Txukahamãe);K;kubenkrid;homem branco;1
Mentuktire (Txukahamãe);K;kukoi;macaco;1
Mentuktire (Txukahamãe);K;kaganakô;machado;1
Mentuktire (Txukahamãe);K;kumeti;muito, bastante;1
Mentuktire (Txukahamãe);K;kati;não;1
Mentuktire (Txukahamãe);K;kroire;papagaio;1
Mentuktire (Txukahamãe);K;ken;pedra;1
Mentuktire (Txukahamãe);K;kuben-ayé;rede;1
Mentuktire (Txukahamãe);K;kuben-kó;roupa;1
Mentuktire (Txukahamãe);K;kroinre;serra;1
Mentuktire (Txukahamãe);K;kut;sol;1
Mentuktire (Txukahamãe);K;kri-kri;trovão;1
Mentuktire (Txukahamãe);K;koôk;vento;1
Mentuktire (Txukahamãe);M;móne;arara;1
Mentuktire (Txukahamãe);M;meitire;bonito;1
Mentuktire (Txukahamãe);M;meakagakô;botoque;1
Mentuktire (Txukahamãe);M;muruti;jenipapo;1
Mentuktire (Txukahamãe);M;muturure;lua;1
Mentuktire (Txukahamãe);M;minire;mulher;1
Mentuktire (Txukahamãe);N;na;chuva;1
Mentuktire (Txukahamãe);N;niruá;mãe;1
Mentuktire (Txukahamãe);N;nimboi;venha aqui;1
Mentuktire (Txukahamãe);P;pretire;alto;1
Mentuktire (Txukahamãe);P;pru-pru;andar, caminhar;1
Mentuktire (Txukahamãe);P;punure;feio;1
Mentuktire (Txukahamãe);P;pure;mosquitos;1
Mentuktire (Txukahamãe);P;prinre;pequeno;1
Mentuktire (Txukahamãe);P;prin;pequi;1
Mentuktire (Txukahamãe);P;puká;terra;1
Mentuktire (Txukahamãe);P;pu;urucu;1
Mentuktire (Txukahamãe);R;rokronre;onça;1
Mentuktire (Txukahamãe);T;Txukahamãi puka kukren;Txukahamãi come terra.;1
Mentuktire (Txukahamãe);T;turutire;banana;1
Mentuktire (Txukahamãe);T;ta;ele, ela;1
Mayongong;W;wahato;cozinha;1
Mundurukú;A;acobá;banana;1
Mundurukú;A;achimã;peixe;1
Mundurukú;A;assucar-á;açúcar;1
Mundurukú;A;apát;jacaré;1
Nahukwá;A;ama;;1
Nahukwá;A;apitisi;;1
Nahukwá;A;ápitsi;;1
Nahukwá;A;áuva;;1
Nambikwára;A;aikedütü;andar;1
Nambikwára;A;aiêuinçú;aspas das flechas;1
Nambikwára;A;alonuçú;corda;1
Nambikwára;A;acendjú;céu;1
Nambikwára;A;akguriguidütü;dormir;1
Nambikwára;A;aieraçú;flecha de ponta chata;1
Nambikwára;A;adenandzú;folha;1
Nambikwára;A;aiokeçú;fumaça;1
Nambikwára;A;aierê;fígado;1
Nambikwára;A;aluinikiçú;grão-de-galo;1
Nambikwára;A;aiiam-dacê;lacrau;1
Nambikwára;A;aiutchú;peixe;1
Nambikwára;A;aarú;pequi;1
Nambikwára;A;akurizê;piau;1
Nambikwára;A;aitiê;roça;1
Nambikwára;A;acikáuekedotú;sentar-se (acocorar-se);1
Nambikwára;A;alôre;terra;1
Nambikwára;A;aiokzê;tripa (intestinos em geral);1
Nambikwára;A;akioçú;vulva;1
Nambikwára;A;arazi;abelha achopé;1
Nambikwára;A;arukitaçú;abelha borá-cavalo;1
Nambikwára;A;arizê;abelha tatá;1
Nambikwára;A;ariatecê;abóbora (nossa);1
Nambikwára;A;aranzê;arara;1
Nambikwára;A;aranzú;arara;1
Nambikwára;A;ararê;araticum;1
Nambikwára;A;arokiçú;brinco;1
Nambikwára;A;atiçú;cesta;1
Nambikwára;A;anieeçú;flecha de ponta lisa cilíndrica;1
Nambikwára;A;aneiúherú;fogo;1
Nambikwára;A;anizê;fogo;1
Nambikwára;A;anungçú;leite;1
Nambikwára;A;anunguetizú;mama;1
Nambikwára;A;aunindutú;morrer;1
Nambikwára;A;arukirikatçú;taquara das flechas;1
Mundurukú;B;biu;anta;1
Mundurukú;B;bararicát;onça pintada;1
Nambikwára;B;baánendütü;caracol;1
Nambikwára;B;baguedaçú;grilo;1
Mundurukú;C;cachoeirú;cachoeira;1
Mundurukú;C;chi;carapanã;1
Mundurukú;C;curimatã-á;curimatã;1
Mundurukú;C;chibará;escroto;1
Mundurukú;C;chintanan;farinha;1
Mundurukú;C;caitchun-au;fezes;1
Mundurukú;C;cachi-á;lua;1
Mundurukú;C;cassáu;mucuim;1
Mundurukú;C;cautá;sal;1
Mundurukú;C;cachipiap;sol;1
Mundurukú;C;canhanharê;tartaruga;1
Mundurukú;C;cabirúchichi;trovoada;1
Mundurukú;C;cabirú;vento;1
Nambikwára;C;cahú;cupim;1
Nambikwára;C;çáarú;faixa de carregar criança;1
Nambikwára;C;cedecededenoçú;verde;1
Mundurukú;D;dábi;vagina;1
Nambikwára;D;detoçú;abelha bojuí;1
Nambikwára;D;duníriguizú;beija-flor;1
Nambikwára;D;duhutaarú;breu (resina);1
Nambikwára;D;danakitú;cabeça;1
Nambikwára;D;dihinuçú;caminho;1
Nambikwára;D;duhutaarú;cera;1
Nambikwára;D;diçú (ou tiçú);cobra;1
Nambikwára;D;diglizú;colhereiro;1
Nambikwára;D;düüirú;dente;1
Nambikwára;D;duhündê;flecha romba;1
Nambikwára;D;dakizê;grilo;1
Nambikwára;D;dera;isso, esse;1
Nambikwára;D;daikiniotçú;mata;1
Nambikwára;D;dezazê;mel;1
Nambikwára;D;duhiazú?;mel;1
Nambikwára;D;doçú;mulher;1
Nambikwára;D;ducê;mulher;1
Nambikwára;D;dodecê;rato;1
Nambikwára;D;duhiazê;urucu;1
Nambikwára;D;dukiçú;urucu;1
Nambikwára;D;duhiaçú;vermelho;1
Mundurukú;E;eiraipê;pênis;1
Mundurukú;E;epitá;ânus;1
Nahukwá;E;erináu;;1
Nambikwára;E;eehrú;caju;1
Nambikwára;E;erekiçú;caju;1
Nambikwára;E;etú;cigarro;1
Nambikwára;E;eruendí;cuia;1
Nambikwára;E;ekatê;fogo;1
Nambikwára;E;enanzú;folha para cigarro;1
Nambikwára;E;etú;fumo;1
Nambikwára;E;enarú;lagarto;1
Nambikwára;E;eun-etú;machado de pedra;1
Nambikwára;G;gündê;algodão;1
Nambikwára;G;gdarêtatú;fuso;1
Nambikwára;G;guiaté ou kueté (ou ü);milho;1
Mundurukú;H;he;fumo;1
Nambikwára;H;hukiçú;Arco;1
Nambikwára;H;hutê;Arco;1
Nambikwára;H;hanêçú;acender;1
Nambikwára;H;haitandü;bastões ignígenos;1
Nambikwára;H;haitzü;bastões ignígenos;1
Nambikwára;H;hêrú;buriti;1
Nambikwára;H;haiguedazü;cantar;1
Nambikwára;H;hukinuzú;cipó;1
Nambikwára;H;hikautí;faca de pau;1
Nambikwára;H;hait-teataçú;flauta nasal;1
Nambikwára;H;hauktiçú;flecha em geral;1
Nambikwára;H;hauguidê;flecha lisa;1
Nambikwára;H;hotê;macaco;1
Nambikwára;H;hotú;macaco;1
Nambikwára;H;hiaugnindí;machado de pedra;1
Nambikwára;H;huduhúkaidí;massa de urucu;1
Nambikwára;H;hiritê ou chiritê;mendioca;1
Nambikwára;H;hirirí;moquém;1
Nambikwára;H;heron! heron!;para chamar;1
Nambikwára;H;hinekiçú;pau-de-santo;1
Nambikwára;H;halatzú;pente;1
Nambikwára;H;han-han!;sim;1
Nambikwára;H;hatdenandzú;tatu-galinha;1
Mundurukú;I;ibirú;Ar;1
Mundurukú;I;Irichiri;Tapajós;1
Mundurukú;I;iên;carne;1
Mundurukú;I;iôpoê;fígado;1
Mundurukú;I;itarê;parto;1
Mundurukú;I;ita;pedra;1
Mundurukú;I;iôpoô;pium;1
Mundurukú;I;ipi;terra;1
Mundurukú;I;iribi;água;1
Mundurukú;I;jahu;jaú;1
Nahukwá;I;itau anatöl;;1
Nahukwá;I;itau;;1
Nahukwá;I;itauiröri, öl, uiröri;;1
Nambikwára;I;iuzê;abelha mandaguari-vermelho;1
Nambikwára;I;iunzú;anta;1
Nambikwára;I;iadneaçú;azul;1
Nambikwára;I;idaknikdaçú;bom;1
Nambikwára;I;iaiguenoçú;bosta;1
Nambikwára;I;iái-ndê;bracelete;1
Nambikwára;I;ialaçú;cinta de fibras;1
Nambikwára;I;iahundürü;cinta de palha;1
Nambikwára;I;irengçú;circunferência;1
Nambikwára;I;iakeçú;coelho;1
Nambikwára;I;iarúrindütü;comer;1
Nambikwára;I;ikduzê;comer;1
Nambikwára;I;iriritoá?;como se chama? qual o nome?;1
Nambikwára;I;iakzê;coração;1
Nambikwára;I;ikedütü;correr;1
Nambikwára;I;itonendütü;doente;1
Nambikwára;I;itonendütü;doer;1
Nambikwára;I;ikitaçú;estrela;1
Nambikwára;I;iurê;faca;1
Nambikwára;I;iukiú-kinikidutú;feio;1
Nambikwára;I;ionezêzê;gordura;1
Nambikwára;I;ikazú;herva;1
Nambikwára;I;idnizê;homem;1
Nambikwára;I;ianoçú;lagartixa;1
Nambikwára;I;ianuzê;lagartixa;1
Nambikwára;I;ilhái-cenogodotü;levantar-se;1
Nambikwára;I;irikiçú;luas;1
Nambikwára;I;ielaçú;manto de palha;1
Nambikwára;I;iaiguedutú;mastigar;1
Nambikwára;I;ienarú;onça;1
Nambikwára;I;ionkon-nandetü;orifício no lábio superior;1
Nambikwára;I;irírí? irírí? ou endutrá?;para perguntar;1
Nambikwára;I;içuzê;pau;1
Nambikwára;I;irikatê;pau;1
Nambikwára;I;içú;pau (árvore);1
Nambikwára;I;ialaçú;pingente de fibras para o dorso;1
Nambikwára;I;ieiakizê;pingente de penas;1
Nambikwára;I;iakizê;porco;1
Nambikwára;I;iadeneazú (breu);preto;1
Nambikwára;I;ianakere? ou uazanakerê?;que é isso?;1
Nambikwára;I;iakizü;raspador (de dente de capivara);1
Nambikwára;I;inekiaçú;remédio;1
Nambikwára;I;ilurindütü (*);sepultura;1
Nambikwára;I;ikidazê;sol;1
Nambikwára;I;ikuirikazú;taquara;1
Nambikwára;I;inoçú;terra;1
Nambikwára;I;inozê;terra;1
Nambikwára;I;iatarú;veado;1
Nahukwá;K;kono-oho;;1
Nahukwá;K;kapura;;1
Nambikwára;K;kaiudêzê;abelha borá regina;1
Nambikwára;K;kloarizê;abelha manduti;1
Nambikwára;K;katetiçú;amarelo;1
Nambikwára;K;kolá-antçú;bracelete de fibras;1
Nambikwára;K;kuruaiudezê;cabeça;1
Nambikwára;K;kondü;cavilha para o septo nasal;1
Nambikwára;K;kainundzú;cinta de contas pretas;1
Nambikwára;K;kadozê;coatá;1
Nambikwára;K;kairizê;colar de contas;1
Nambikwára;K;kalendzú;coruja;1
Nambikwára;K;kateçú;cuia;1
Nambikwára;K;kuêkiçú;eu;1
Nambikwára;K;kuidiçú;eu fumo;1
Nambikwára;K;kuituiçú;eu nado;1
Nambikwára;K;korenauá;figura, desenho;1
Nambikwára;K;kondzú;fio de algodão, das flechas;1
Nambikwára;K;kaceçú;fio de fibras, das flechas;1
Nambikwára;K;kaiguetazú;flauta;1
Nambikwára;K;kiazê;flauta;1
Nambikwára;K;kiguitê;gafanhoto;1
Nambikwára;K;koalonentçú;gravatá;1
Nambikwára;K;kaiguetauçú;gritar;1
Nambikwára;K;konin-tê;guarirova-do-campo;1
Nambikwára;K;kaiarê;lambari;1
Nambikwára;K;katêkiçú;mangaba;1
Nambikwára;K;karitandçú;nó de taquara;1
Nambikwára;K;kaicê;palmeira castiçal;1
Nambikwára;K;kolatoedçú;penas das flechas (sariema);1
Nambikwára;K;kakaitezê;periquito;1
Nambikwára;K;kaní-iniçú;piolho;1
Nambikwára;K;kaikiduçú;preto;1
Nambikwára;K;kolatzú;sariema;1
Nambikwára;K;katunuzú;terra de formigueiro;1
Nambikwára;K;kereguetauçú;urinar;1
Nambikwára;L;lutú ou lutê;carne;1
Mundurukú;M;mabarap;chuva;1
Mundurukú;M;márúrá;jacu;1
Mundurukú;M;melancia-á;melancia;1
Mundurukú;M;marárá;milho;1
Nambikwára;M;mokarê;Garça;1
Nambikwára;M;mamaklizú;caveira;1
Nambikwára;M;mambíre;pacu;1
Mundurukú;N;nhenebunen;músculo;1
Mundurukú;N;nhanonparaiê;tíbia;1
Nambikwára;N;nokoniguiguizê;bracelete;1
Nambikwára;N;nan-ninzê;brinco;1
Nambikwára;N;nandütü;chorar;1
Nambikwára;N;nenzú;concha dos brincos;1
Nambikwára;N;noçú;homem;1
Nambikwára;N;nuntaçú;jacaré;1
Nambikwára;N;nuntaçú;jacaré;1
Nambikwára;N;notú;pilão;1
Nambikwára;N;niaendçú;resina das flechas;1
Nambikwára;N;nunzê;tatu;1
Nambikwára;N;nendzú;triângulo;1
Nambikwára;N;narutundú;água;1
Mundurukú;O;bábicutein;bíceps;1
Mundurukú;O;baiquibin;deltóide;1
Mundurukú;O;ican-un;mama;1
Mundurukú;O;ipiracêapêtê;médio;1
Mundurukú;O;ôibabiquôi;antebraço;1
Mundurukú;O;ôibiátabicheapêtê;anular;1
Mundurukú;O;ôibiráp;barba;1
Mundurukú;O;oêchiqueá;batata;1
Mundurukú;O;ôianchabioát;baço;1
Mundurukú;O;ôirai;bexiga;1
Mundurukú;O;ôibiráp;bigode;1
Mundurukú;O;ôicombicherê;boca;1
Mundurukú;O;ôiácombi;bochecha;1
Mundurukú;O;ôibaiquibi;braço;1
Mundurukú;O;ôiaráp;cabelos;1
Mundurukú;O;ôiá;cabeça;1
Mundurukú;O;ôieirá;calcanhar;1
Mundurukú;O;oaïda;cará;1
Mundurukú;O;oêráin;castanha;1
Mundurukú;O;ôiaúpiauquenpiraú;clavícula;1
Mundurukú;O;ôiupiráu;coluna vertebral;1
Mundurukú;O;ôichabirá;coração;1
Mundurukú;O;ôichabi;costas;1
Mundurukú;O;ôiácharan;costela;1
Mundurukú;O;ôibássanará;cotovelo;1
Mundurukú;O;ôiambi;coxa;1
Mundurukú;O;ôiábinun;cérebro (miolos);1
Mundurukú;O;ôitacautá;córnea;1
Mundurukú;O;ôináin;dente;1
Mundurukú;O;ôichabipi;dor;1
Mundurukú;O;ôitarupá;esclerótica;1
Mundurukú;O;ôicharan-bipá;espaço intercostal;1
Mundurukú;O;ôiaun-piá;espádua;1
Mundurukú;O;ôibaraô;esterno;1
Mundurukú;O;ôiberáu;falange;1
Mundurukú;O;ôibêabi;falangeta;1
Mundurukú;O;ôibeueárap;falanginha;1
Mundurukú;O;ôiruarú;ferida;1
Mundurukú;O;ôiácombirá;garganta;1
Mundurukú;O;ôinangribê;gengiva;1
Mundurukú;O;ôicampiêu;grande peitoral;1
Mundurukú;O;ôiêrat;inchação;1
Mundurukú;O;ôibêpatchian;indicador;1
Mundurukú;O;ôinhampê;intestinos;1
Mundurukú;O;ôien-há;joelhos;1
Mundurukú;O;ôicamoti;leite;1
Mundurukú;O;ôibichê;lábios;1
Mundurukú;O;ôicon;língua;1
Mundurukú;O;ôinháépáé;mento;1
Mundurukú;O;ôiábiqui;moleira;1
Mundurukú;O;ôibê;mão;1
Mundurukú;O;ôibiteitepê;mínimo;1
Mundurukú;O;ôiábiuntá;narinas;1
Mundurukú;O;ôiábé;nariz;1
Mundurukú;O;ôiápi;nuca;1
Mundurukú;O;ôiêtá;olhos;1
Mundurukú;O;ôidjámiutô;onça preta;1
Mundurukú;O;ôiaupi;orelha;1
Mundurukú;O;ôican-há;peito;1
Mundurukú;O;ôibáumbichê;pele;1
Mundurukú;O;ôianhôpá;perna;1
Mundurukú;O;ôiamboé;pescoço;1
Mundurukú;O;ôiêtáiprá;pestanas;1
Mundurukú;O;ôicamapi;pneumonia;1
Mundurukú;O;ôibachiri;polegar;1
Mundurukú;O;ôiêcaupê;pomo-de-adão;1
Mundurukú;O;ôichabirari;pulmão;1
Mundurukú;O;ôiutacú;região malar;1
Mundurukú;O;ôiêtáembirá;sobrancelhas;1
Mundurukú;O;ôican-han-hibê;tendão de Aquiles;1
Mundurukú;O;ôibaná;unha;1
Mundurukú;O;ôiri;urina;1
Mundurukú;O;ôicarapê;veia;1
Mundurukú;O;ôi-hê;ventre;1
Nahukwá;O;okoto;;1
Nahukwá;O;ome;;1
Nambikwára;O;oiaçú;abelha jati;1
Nambikwára;O;oanukizú (ou çú);antebraço;1
Nambikwára;O;oonukiçú (ou zú);braço;1
Nambikwára;O;oiarú;jatobá;1
Nambikwára;O;oiranindê;nariz;1
Nambikwára;O;ononkon-nandetü;orifício do septo nasal;1
Nambikwára;O;Ori-handezê;rio 12 de Outubro;1
Nambikwára;O;Oaereioákandezê;rio Nambikuára;1
Mundurukú;P;purú;carrapato;1
Mundurukú;P;poribê;cobra;1
Mundurukú;P;pá-hi;febre;1
Mundurukú;P;pô-hi;jabuti;1
Mundurukú;P;parabitátá;nhambiquara;1
Mundurukú;P;pacurê;pacu;1
Mundurukú;P;pariuá;parintintim;1
Mundurukú;P;pocúa-auá;quati;1
Mundurukú;P;poca-ha;remédio;1
Mundurukú;P;peichiri;sucuri;1
Mundurukú;P;poritambê;surucucu;1
Mundurukú;P;potï-pê;tucunaré;1
Nambikwára;P;peantezê;quan-quan;1
Mundurukú;S;soátamain;animal;1
Mundurukú;S;sauê;timbó;1
Nambikwára;S;siçú;casa;1
Mundurukú;T;tauin-pê;cordão umbilical;1
Mundurukú;T;tôpanê;céu;1
Mundurukú;T;tchê-tchi-piú;mamar;1
Mundurukú;T;taïrá;planta;1
Mundurukú;T;tôi;sangue;1
Mundurukú;T;tambaqui;tambaqui;1
Mundurukú;T;taúin-pêá;umbigo;1
Nambikwára;T;taratê;abelha tibuna;1
Nambikwára;T;tanokrê;antebraço;1
Nambikwára;T;toaiugualizú;artelho;1
Nambikwára;T;taiuitê;barba;1
Nambikwára;T;toaiôetaçú;bigode;1
Nambikwára;T;taiúirí;boca;1
Nambikwára;T;toaiuçú;boca;1
Nambikwára;T;toai endnuzú;bocejar;1
Nambikwára;T;taláte;bracelete;1
Nambikwára;T;toerabatndê;braço;1
Nambikwára;T;tanaguitê;cabelo;1
Nambikwára;T;toanekiçú;cabeça;1
Nambikwára;T;tauirirí;cavilha para o lábio;1
Nambikwára;T;tchirê;cesta;1
Nambikwára;T;tanokurukrí;cotovelo;1
Nambikwára;T;tauhitê;criança (filho);1
Nambikwára;T;tahitê;dedo;1
Nambikwára;T;tonsignuçú;defecar;1
Nambikwára;T;toaíuiçú;dente;1
Nambikwára;T;taragutnarí;dorso;1
Nambikwára;T;toadaçuçú;dorso;1
Nambikwára;T;tangrê;estrela;1
Nambikwára;T;talatçú;flor;1
Nambikwára;T;toaiêkuzuzú;fronte;1
Nambikwára;T;tchindê;fumaça;1
Nambikwára;T;tacinguedukrê;joelho;1
Nambikwára;T;toakiritanzú;joelho;1
Nambikwára;T;taiunindê;lábio;1
Nambikwára;T;taiú-hendii;língua;1
Nambikwára;T;toáioherú;língua;1
Nambikwára;T;toái-ikiçú;mão;1
Nambikwára;T;toaiguedokrê;mão;1
Nambikwára;T;taiúiran-dí;nariz;1
Nambikwára;T;toiaionendzú;nariz;1
Nambikwára;T;taiendê;olho;1
Nambikwára;T;toaí-ikikiçú;olho;1
Nambikwára;T;tanakalatndê;orelha;1
Nambikwára;T;toanenendzú;orelha;1
Nambikwára;T;tanokaindê;peito;1
Nambikwára;T;toanunkizú;peito;1
Nambikwára;T;talahendê;perna;1
Nambikwára;T;toaçuçú;perna;1
Nambikwára;T;toaietolozú;pescoço;1
Nambikwára;T;tuizê;pomba;1
Nambikwára;T;toaiecindjú;pálpebra;1
Nambikwára;T;taiutê;pé;1
Nambikwára;T;toaiukizú;pé;1
Nambikwára;T;toaliketaçú;pêlos pubianos;1
Nambikwára;T;taguirí;pênis;1
Nambikwára;T;toakiçú;pênis;1
Nambikwára;T;taiukautê;queixo (mento);1
Nambikwára;T;tomarú;ralo;1
Nambikwára;T;teendê;rede de dormir (nossa);1
Nambikwára;T;toatiçú;sangue;1
Nambikwára;T;tanohurê;seio;1
Nambikwára;T;tchondí;sol;1
Nambikwára;T;toalikiçú;testículos;1
Nambikwára;T;tietátáglizú (ou çu);tocandira;1
Nambikwára;T;taridzú;trovão;1
Nambikwára;T;taketazú;tucura;1
Nambikwára;T;takodadlizú;umbigo;1
Nambikwára;T;toaiutçuakezú;unha do pé;1
Nambikwára;T;tataharí;ventre;1
Nambikwára;T;toaendzú;ventre;1
Mundurukú;U;uêbêáp;alimento;1
Mundurukú;U;ucepetá;mandioca;1
Mundurukú;U;uacerá;manicuera;1
Mundurukú;U;uáchin-han;pimenta;1
Mundurukú;U;uarêmantchê;tamanduá;1
Nahukwá;U;uvinyotito;;1
Nahukwá;U;umuru, muru;;1
Nahukwá;U;utoto, ututu;;1
Nahukwá;U;uvanatöl;;1
Nahukwá;U;ukahurutile;;1
Nahukwá;U;uvori, uvöri;;1
Nahukwá;U;uvonita, uvónito;;1
Nahukwá;U;utävuru;;1
Nambikwára;U;ukizê;Arco;1
Nambikwára;U;uanokrí;antebraço;1
Nambikwára;U;uanozuzê;antebraço;1
Nambikwára;U;unritirá;apagar;1
Nambikwára;U;uenakalauendí;axila;1
Nambikwára;U;uêdndü;bacaba;1
Nambikwára;U;uaiuarê;boca;1
Nambikwára;U;uaiurí;boca;1
Nambikwára;U;urikanzú;bolo de tapioca;1
Nambikwára;U;uarú;bonito;1
Nambikwára;U;uodedeçú;borboleta;1
Nambikwára;U;uanokrí;braço;1
Nambikwára;U;uanukizê;braço;1
Nambikwára;U;uaekikiçú;cabelo;1
Nambikwára;U;uonekitê;cabelo;1
Nambikwára;U;uaneguetü;cabeça;1
Nambikwára;U;uanindütü;calor;1
Nambikwára;U;uentzü;campo;1
Nambikwára;U;uanozê;carne;1
Nambikwára;U;uonedezê;cavilha para o nariz;1
Nambikwára;U;ueçú;chuva;1
Nambikwára;U;uanokundunzê;cotovelo;1
Nambikwára;U;uonokurokri;cotovelo;1
Nambikwára;U;uacednorí;coxa;1
Nambikwára;U;uanikizê;coxa;1
Nambikwára;U;uetú;criança;1
Nambikwára;U;uacinzê;céu;1
Nambikwára;U;uútcindê;céu;1
Nambikwára;U;uahitê;dedo;1
Nambikwára;U;uaikuenrezê;dedo;1
Nambikwára;U;uauizê;dente;1
Nambikwára;U;uatluzê;dorso;1
Nambikwára;U;ueragodnê;dorso;1
Nambikwára;U;uaiariguinizê;escrotos;1
Nambikwára;U;uaikacê-inguikêçú;espirrar;1
Nambikwára;U;uanotoarizê;espádua;1
Nambikwára;U;uetú;filho;1
Nambikwára;U;uaeliçu;flecha de ponta de taquara;1
Nambikwára;U;uaindê;flecha de taquara;1
Nambikwára;U;uaenakezê;fronte;1
Nambikwára;U;uignakrí;fronte;1
Nambikwára;U;uilakurokrí;gritar, grito (laringe);1
Nambikwára;U;ualotê ou kautê;guia;1
Nambikwára;U;uaguididanzê;joelho;1
Nambikwára;U;uaneguerúkurandê;joelho;1
Nambikwára;U;uetçú;longe;1
Nambikwára;U;uikohuin-ndí;lábio;1
Nambikwára;U;uaihendê;língua;1
Nambikwára;U;uaileherú;língua;1
Nambikwára;U;urutecê;maribondo;1
Nambikwára;U;urinodzú;massa de mandioca;1
Nambikwára;U;uahitê;mão;1
Nambikwára;U;uaikizê;mão;1
Nambikwára;U;uanonzê;nariz;1
Nambikwára;U;uaiekedakzú;olho;1
Nambikwára;U;uîgnindí;olho;1
Nambikwára;U;unaçolandê;orelha;1
Nambikwára;U;uonaninzê;orelha;1
Nambikwára;U;uenandzú;palha de uauaçu;1
Nambikwára;U;uat-ndí;panela;1
Nambikwára;U;uaenakaedê;peito;1
Nambikwára;U;unetizú;pena para o nariz;1
Nambikwára;U;uiteá-guiçú;perdiz;1
Nambikwára;U;uanadurí;perna;1
Nambikwára;U;uapuzê;perna;1
Nambikwára;U;uaelatgotê;pescoço;1
Nambikwára;U;uanuncê;pintado;1
Nambikwára;U;uaiukizê;pé;1
Nambikwára;U;uakatê;pé;1
Nambikwára;U;uoguirí;pêlos pubianos;1
Nambikwára;U;uakizê;pênis;1
Nambikwára;U;uaiziguidí?;que nome tem?;1
Nambikwára;U;uaiukluenzê;queixo (mento);1
Nambikwára;U;uaduguezú;raio;1
Nambikwára;U;uano hurí;seio;1
Nambikwára;U;uterikuçú;sol;1
Nambikwára;U;uaienoçú;suor;1
Nambikwára;U;ualutndü;tatu;1
Nambikwára;U;uaikedanzê;umbigo;1
Nambikwára;U;uaitnakezê;unha;1
Nambikwára;U;uegatndê;unha;1
Nambikwára;U;uruciú;urubu;1
Nambikwára;U;uduhúkaidí;urucu;1
Nambikwára;U;uatiçú;ventre;1
Nambikwára;U;unrazú;água;1
Palikúr;A;Aitniê;Bom dia;1
Palikúr;A;Airê;Tabaco;1
Palikúr;A;Ameiê;Cinza;1
Palikúr;A;Auavrupá;Macaxeira;1
Palikúr;A;Anrudrikre;anta;1
Palikúr;A;Ayiçá;comida;1
Palikúr;A;Auereqbnin;homem;1
Palikúr;B;Bocutrú;Cutia;1
Palikúr;B;Bapipinkerenot;Quer vender?;1
Palikúr;B;Baraytá;Vem cá;1
Palikúr;B;Bapmum acabne;Você quer?;1
Palikúr;B;Breuri;É bom;1
Palikúr;C;Cascary;Caxiri;1
Palikúr;C;Cada hinê;De quem é isso?;1
Palikúr;C;Caraipy;Estou doente;1
Palikúr;C;Careuhumrá;Não brinca;1
Palikúr;C;Camnu acabne;Não quero;1
Palikúr;C;Corriprá;Pássaros;1
Palikúr;C;Chitipinuête;Vai para casa;1
Palikúr;C;Corináda nú;chegar;1
Palikúr;D;Didriê;trovão;1
Palikúr;D;Ddarran-hun;É meu;1
Palikúr;E;Enretêd;Tinta;1
Palikúr;E;Euqnin;Traz;1
Palikúr;H;Hon-ucrê;Deus;1
Palikúr;H;Homumrun;canoa;1
Palikúr;H;Hinapitire;chefe;1
Palikúr;H;Hanran;madeira;1
Palikúr;I;Ipocu-tacaracá;Enxota a galinha;1
Palikúr;I;Iuty;Garoa (dança);1
Palikúr;I;Immã;peixe;1
Palikúr;J;Jacarahiené;Ovos de galinha;1
Palikúr;K;Kendmam him hum;Faz este cigarro;1
Palikúr;K;Kibeinê;Obrigado;1
Palikúr;K;Kiavriê;Senhor;1
Palikúr;K;Knskin;gato;1
Palikúr;K;Kairê;lua;1
Palikúr;K;Kenerê;mandioca;1
Palikúr;K;Kanká;não;1
Palikúr;K;kata;papel;1
Palikúr;K;Kamuy;sol;1
Palikúr;L;Lamêtieká;Vou-me embora;1
Palikúr;M;Medréte;Arco;1
Palikúr;M;Maiequê;Boa noite;1
Palikúr;M;Moraúcá;chuva;1
Palikúr;M;Moepquiquere;eu quero;1
Palikúr;M;Maiky;milho;1
Palikúr;M;Micanivêvê;noite;1
Palikúr;N;Nanen;Cunha;1
Palikúr;N;nacabainã;Estou bom;1
Palikúr;N;Naiuauna;Estou com pressa;1
